date,year,channel,total_value,quantity,transactions,active_stores,active_products
2024-02-02,2024,Mobile App,906235.92,1524,417,30,593
2024-02-02,2024,Online,2003739.6,3219,888,30,1119
2024-02-03,2024,In-Store,3613183.19,6045,1646,30,1798
2024-02-03,2024,Mobile App,1102681.77,1740,474,30,674
2024-02-03,2024,Online,1952788.33,3293,927,30,1171
2024-02-04,2024,In-Store,3456752.03,5928,1675,30,1721
2024-02-04,2024,Mobile App,1137352.51,1751,460,30,657
2024-02-04,2024,Online,2188620.8,3406,919,30,1158
2024-02-05,2024,In-Store,3726662.87,5953,1665,30,1742
2024-02-05,2024,Mobile App,1019677.69,1655,445,30,670
2024-02-05,2024,Online,2094080.42,3363,914,30,1129
2024-02-06,2024,In-Store,3512467.42,5985,1649,30,1787
2024-02-06,2024,Mobile App,1063140.4,1572,440,30,632
2024-02-06,2024,Online,2012507.42,3346,909,30,1183
2024-02-07,2024,In-Store,3773008.91,6326,1717,30,1842
2024-02-07,2024,Mobile App,986388.32,1689,478,30,653
2024-02-07,2024,Online,2037901.97,3233,875,30,1114
2024-02-08,2024,In-Store,3694691.07,5919,1630,30,1748
2024-02-08,2024,Mobile App,1079336.56,1626,443,30,650
2024-02-08,2024,Online,2029299.1,3156,885,30,1107
2024-02-09,2024,In-Store,3684717.27,6016,1644,30,1772
2024-02-09,2024,Mobile App,1015671.89,1656,452,30,622
2024-02-09,2024,Online,1922803.83,3125,865,30,1063
2024-02-10,2024,In-Store,3816443.05,6109,1651,30,1803
2024-02-10,2024,Mobile App,944441.88,1515,418,30,609
2024-02-10,2024,Online,1995759.87,3093,882,30,1072
2024-02-11,2024,In-Store,3794411.32,6053,1664,30,1784
2024-02-11,2024,Mobile App,1047714.36,1642,463,30,659
2024-02-11,2024,Online,2074062.59,3157,889,30,1125
2024-02-12,2024,In-Store,3773311.34,6307,1719,30,1888
2024-02-12,2024,Mobile App,1129629.74,1767,477,30,664
2024-02-12,2024,Online,1887147.17,3118,879,30,1063
2024-02-13,2024,In-Store,3953439.16,6077,1680,30,1762
2024-02-13,2024,Mobile App,1155123.46,1685,459,30,680
2024-02-13,2024,Online,1946843.22,3227,876,30,1139
2024-02-14,2024,In-Store,4016777.23,6171,1726,30,1825
2024-02-14,2024,Mobile App,998518.76,1591,445,30,613
2024-02-14,2024,Online,1887960.38,3029,872,30,1110
2024-02-15,2024,In-Store,3621953.15,5866,1667,30,1774
2024-02-15,2024,Mobile App,857825.34,1424,386,30,581
2024-02-15,2024,Online,1980594.44,3201,884,30,1136
2024-02-16,2024,In-Store,3400164.48,5796,1612,30,1697
2024-02-16,2024,Mobile App,1056593.69,1788,461,30,686
2024-02-16,2024,Online,2063208.72,3200,912,30,1125
2024-02-17,2024,In-Store,3596371.66,5849,1634,30,1741
2024-02-17,2024,Mobile App,1022509.94,1691,460,30,681
2024-02-17,2024,Online,1819694.13,2954,846,30,1063
2024-02-18,2024,In-Store,3925759.69,6505,1756,30,1888
2024-02-18,2024,Mobile App,988628.82,1618,442,30,639
2024-02-18,2024,Online,1992989.58,3285,879,30,1148
2024-02-19,2024,In-Store,3524057.88,5651,1598,30,1739
2024-02-19,2024,Mobile App,957152.34,1685,470,30,636
2024-02-19,2024,Online,2027384.68,3178,895,30,1096
2024-02-20,2024,In-Store,3874157.79,6295,1714,30,1853
2024-02-20,2024,Mobile App,1104582.51,1717,470,30,707
2024-02-20,2024,Online,1978343.74,3264,892,30,1123
2024-02-21,2024,In-Store,3672212.24,5812,1654,30,1788
2024-02-21,2024,Mobile App,1088132.17,1778,452,30,709
2024-02-21,2024,Online,1843916.7,3166,890,30,1117
2024-02-22,2024,In-Store,3738209.22,5951,1625,30,1775
2024-02-22,2024,Mobile App,976491.68,1634,463,30,627
2024-02-22,2024,Online,1938128.97,3135,876,30,1109
2024-02-23,2024,In-Store,3547963.35,5978,1659,30,1751
2024-02-23,2024,Mobile App,1065849.5,1615,439,30,634
2024-02-23,2024,Online,1955617.46,3271,876,30,1099
2024-02-24,2024,In-Store,3923172.73,6189,1663,30,1804
2024-02-24,2024,Mobile App,1053552.63,1611,464,30,645
2024-02-24,2024,Online,1945936.38,3183,868,30,1115
2024-02-25,2024,In-Store,3840641.73,6166,1693,30,1836
2024-02-25,2024,Mobile App,897563.05,1566,428,30,649
2024-02-25,2024,Online,1928718.72,3009,845,30,1076
2024-02-26,2024,In-Store,3945318.94,6243,1724,30,1817
2024-02-26,2024,Mobile App,1052613.41,1713,457,30,648
2024-02-26,2024,Online,1965376.98,3066,870,30,1075
2024-02-27,2024,In-Store,3836268.91,6127,1651,30,1762
2024-02-27,2024,Mobile App,912793.28,1518,424,30,587
2024-02-27,2024,Online,2119386.51,3260,885,30,1151
2024-02-28,2024,In-Store,3640846.4,5949,1587,30,1747
2024-02-28,2024,Mobile App,1041858.29,1713,494,30,673
2024-02-28,2024,Online,2011149.52,3196,897,30,1098
2024-02-29,2024,In-Store,3789414.49,6013,1661,30,1800
2024-02-29,2024,Mobile App,1030786.12,1635,440,30,645
2024-02-29,2024,Online,1984145.32,3309,909,30,1132
2024-03-01,2024,In-Store,4178063.0,6763,1850,30,1904
2024-03-01,2024,Mobile App,1095436.77,1760,471,30,679
2024-03-01,2024,Online,2146617.95,3468,994,30,1213
2024-03-02,2024,In-Store,4131518.34,6699,1865,30,1946
2024-03-02,2024,Mobile App,1104148.3699999999,1748,481,30,682
2024-03-02,2024,Online,2204716.63,3613,1019,30,1238
2024-03-03,2024,In-Store,4028554.17,6539,1807,30,1884
2024-03-03,2024,Mobile App,1079218.73,1771,488,30,698
2024-03-03,2024,Online,2193324.49,3527,957,30,1185
2024-03-04,2024,In-Store,4254829.33,6709,1861,30,1933
2024-03-04,2024,Mobile App,1030242.4,1680,474,30,678
2024-03-04,2024,Online,2199623.75,3384,947,30,1140
2024-03-05,2024,In-Store,3849781.89,6375,1797,30,1877
2024-03-05,2024,Mobile App,992649.38,1657,456,30,665
2024-03-05,2024,Online,2373078.34,3792,1033,30,1303
2024-03-06,2024,In-Store,2311571.28,6442,1820,30,1909
2024-03-06,2024,Mobile App,623583.25,1777,520,30,677
2024-03-06,2024,Online,1214615.79,3517,973,30,1201
2024-03-07,2024,In-Store,2343506.27,7007,1843,30,1953
2024-03-07,2024,Mobile App,668730.08,1862,505,30,709
2024-03-07,2024,Online,1250969.02,3566,1001,30,1234
2024-03-08,2024,In-Store,2265337.98,6522,1830,30,1886
2024-03-08,2024,Mobile App,593257.54,1849,501,30,709
2024-03-08,2024,Online,1276844.93,3628,985,30,1245
2024-03-09,2024,In-Store,2228231.86,6141,1724,30,1844
2024-03-09,2024,Mobile App,633943.4,1815,522,30,709
2024-03-09,2024,Online,1210232.1,3402,923,30,1167
2024-03-10,2024,In-Store,2217064.18,6545,1789,30,1876
2024-03-10,2024,Mobile App,578012.94,1766,500,30,653
2024-03-10,2024,Online,1389512.9,3845,1053,30,1239
2024-03-11,2024,In-Store,2255452.07,6666,1869,30,1891
2024-03-11,2024,Mobile App,590956.1,1740,474,30,653
2024-03-11,2024,Online,1238166.15,3483,948,30,1167
2024-03-12,2024,In-Store,2287550.64,6538,1872,30,1937
2024-03-12,2024,Mobile App,626916.19,1770,491,30,689
2024-03-12,2024,Online,1330460.88,3730,1013,30,1263
2024-03-13,2024,In-Store,2353575.63,6654,1840,30,1914
2024-03-13,2024,Mobile App,584319.16,1749,488,30,693
2024-03-13,2024,Online,1273097.15,3755,1023,30,1248
2024-03-14,2024,In-Store,2145575.3,6256,1773,30,1861
2024-03-14,2024,Mobile App,704694.37,1960,528,30,738
2024-03-14,2024,Online,1250797.18,3441,964,30,1176
2024-03-15,2024,In-Store,2167990.55,6187,1717,30,1793
2024-03-15,2024,Mobile App,706548.44,1831,519,30,710
2024-03-15,2024,Online,1225906.83,3456,956,30,1182
2024-03-16,2024,In-Store,2149743.42,6368,1780,30,1839
2024-03-16,2024,Mobile App,597627.99,1785,507,30,713
2024-03-16,2024,Online,1146558.68,3351,893,30,1141
2024-03-17,2024,In-Store,2267734.78,6327,1743,30,1821
2024-03-17,2024,Mobile App,708727.64,2008,551,30,755
2024-03-17,2024,Online,1258641.45,3573,962,30,1217
2024-03-18,2024,In-Store,2269824.07,6745,1908,30,1940
2024-03-18,2024,Mobile App,627861.32,1801,472,30,694
2024-03-18,2024,Online,1344316.19,3669,1003,30,1226
2024-03-19,2024,In-Store,2372698.36,7004,1875,30,1988
2024-03-19,2024,Mobile App,607386.49,1722,488,30,658
2024-03-19,2024,Online,1205054.74,3372,914,30,1190
2024-03-20,2024,In-Store,2270969.77,6548,1827,30,1877
2024-03-20,2024,Mobile App,655629.84,1934,522,30,771
2024-03-20,2024,Online,1236089.25,3699,1011,30,1231
2024-03-21,2024,In-Store,2368236.57,6647,1802,30,1903
2024-03-21,2024,Mobile App,678574.5,1846,506,30,727
2024-03-21,2024,Online,1413417.1300000001,3952,1049,30,1312
2024-03-22,2024,In-Store,2403773.58,6869,1842,30,1989
2024-03-22,2024,Mobile App,589348.51,1706,474,30,661
2024-03-22,2024,Online,1260147.56,3710,1022,30,1255
2024-03-23,2024,In-Store,2374552.75,6784,1889,30,1936
2024-03-23,2024,Mobile App,610467.29,1785,513,30,694
2024-03-23,2024,Online,1258012.24,3472,965,30,1196
2024-03-24,2024,In-Store,2254328.41,6501,1780,30,1905
2024-03-24,2024,Mobile App,617410.65,1757,501,30,708
2024-03-24,2024,Online,1254694.75,3524,987,30,1204
2024-03-25,2024,In-Store,2280014.37,6648,1842,30,1922
2024-03-25,2024,Mobile App,670753.04,1758,484,30,671
2024-03-25,2024,Online,1221147.9,3602,989,30,1227
2024-03-26,2024,In-Store,2336088.78,6627,1822,30,1904
2024-03-26,2024,Mobile App,588834.86,1765,508,30,710
2024-03-26,2024,Online,1225184.97,3544,1002,30,1217
2024-03-27,2024,In-Store,2341735.49,6731,1833,30,1949
2024-03-27,2024,Mobile App,608610.63,1641,435,30,622
2024-03-27,2024,Online,1223383.81,3545,969,30,1188
2024-03-28,2024,In-Store,2342125.3,6671,1850,30,1889
2024-03-28,2024,Mobile App,578022.95,1638,461,30,618
2024-03-28,2024,Online,1213703.97,3508,982,30,1180
2024-03-29,2024,In-Store,2296226.82,6543,1843,30,1919
2024-03-29,2024,Mobile App,655902.71,1813,498,30,694
2024-03-29,2024,Online,1239331.37,3474,969,30,1214
2024-03-30,2024,In-Store,2378731.8,6604,1802,30,1907
2024-03-30,2024,Mobile App,642270.6,1829,502,30,711
2024-03-30,2024,Online,1265317.24,3531,1010,30,1223
2024-03-31,2024,In-Store,2223892.88,6549,1853,30,1936
2024-03-31,2024,Mobile App,617093.44,1801,508,30,687
2024-03-31,2024,Online,1236943.2,3475,967,30,1185
2024-04-01,2024,In-Store,2316906.31,6733,1902,30,1929
2024-04-01,2024,Mobile App,628152.36,1863,523,30,735
2024-04-01,2024,Online,1223358.68,3641,1044,30,1250
2024-04-02,2024,In-Store,2364246.39,6990,1917,30,1947
2024-04-02,2024,Mobile App,694637.44,1898,534,30,756
2024-04-02,2024,Online,1239137.86,3635,1035,30,1239
2024-04-03,2024,In-Store,2135363.52,6946,1899,30,1939
2024-04-03,2024,Mobile App,607951.21,1937,523,30,738
2024-04-03,2024,Online,1123455.66,3661,1008,30,1193
2024-04-04,2024,In-Store,1980410.68,6650,1861,30,1884
2024-04-04,2024,Mobile App,552002.76,1798,507,30,705
2024-04-04,2024,Online,1169466.34,3676,1023,30,1238
2024-04-05,2024,In-Store,2162999.54,6815,1864,30,1940
2024-04-05,2024,Mobile App,555299.09,1732,491,30,666
2024-04-05,2024,Online,1250012.25,3876,1048,30,1258
2024-04-06,2024,In-Store,2164499.01,6807,1872,30,1926
2024-04-06,2024,Mobile App,574741.11,1918,534,30,714
2024-04-06,2024,Online,1228936.51,3911,1091,30,1258
2024-04-07,2024,In-Store,2191977.06,7029,1916,30,1929
2024-04-07,2024,Mobile App,569291.76,1864,509,30,716
2024-04-07,2024,Online,1184037.78,3744,1020,30,1254
2024-04-08,2024,In-Store,2068092.33,6953,1918,30,1938
2024-04-08,2024,Mobile App,526470.69,1752,485,30,695
2024-04-08,2024,Online,1171079.53,3638,1009,30,1220
2024-04-09,2024,In-Store,2123209.08,6752,1855,30,1927
2024-04-09,2024,Mobile App,650848.45,1986,545,30,748
2024-04-09,2024,Online,1186487.76,3754,1004,30,1256
2024-04-10,2024,In-Store,2107945.48,6780,1864,30,1893
2024-04-10,2024,Mobile App,545621.05,1791,490,30,692
2024-04-10,2024,Online,1126677.95,3777,1071,30,1286
2024-04-11,2024,In-Store,2080584.42,6741,1820,30,1904
2024-04-11,2024,Mobile App,564245.51,1867,507,30,756
2024-04-11,2024,Online,1163140.28,3613,991,30,1246
2024-04-12,2024,In-Store,2145613.57,7046,1839,30,1970
2024-04-12,2024,Mobile App,556605.62,1783,516,30,744
2024-04-12,2024,Online,1200369.59,3884,1059,30,1322
2024-04-13,2024,In-Store,2119050.6,7030,1904,30,1906
2024-04-13,2024,Mobile App,615688.2,1849,529,30,712
2024-04-13,2024,Online,1125670.32,3714,1039,30,1320
2024-04-14,2024,In-Store,2131661.43,6694,1840,30,1956
2024-04-14,2024,Mobile App,634790.81,1986,533,30,758
2024-04-14,2024,Online,1118436.18,3601,956,30,1218
2024-04-15,2024,In-Store,2190317.82,7072,1953,30,1967
2024-04-15,2024,Mobile App,547525.74,1847,518,30,710
2024-04-15,2024,Online,1120153.25,3776,988,30,1284
2024-04-16,2024,In-Store,2055510.65,6681,1824,30,1917
2024-04-16,2024,Mobile App,540546.09,1836,517,30,717
2024-04-16,2024,Online,1087311.97,3574,1001,30,1210
2024-04-17,2024,In-Store,2073094.55,6925,1929,30,1913
2024-04-17,2024,Mobile App,613295.8,1964,549,30,734
2024-04-17,2024,Online,1018502.8099999999,3526,968,30,1193
2024-04-18,2024,In-Store,4191589.4,7000,1941,30,2005
2024-04-18,2024,Mobile App,1128785.25,1805,513,30,712
2024-04-18,2024,Online,2174650.76,3634,1029,30,1228
2024-04-19,2024,In-Store,4336289.34,7026,1904,30,1980
2024-04-19,2024,Mobile App,1129991.64,1931,548,30,720
2024-04-19,2024,Online,2309864.25,3764,1065,30,1275
2024-04-20,2024,In-Store,4129838.52,6672,1837,30,1887
2024-04-20,2024,Mobile App,1144656.58,1790,519,30,706
2024-04-20,2024,Online,2224377.07,3584,1044,30,1245
2024-04-21,2024,In-Store,4252749.68,6725,1898,30,1909
2024-04-21,2024,Mobile App,1138195.65,1788,494,30,700
2024-04-21,2024,Online,2385321.37,3963,1055,30,1337
2024-04-22,2024,In-Store,4221579.14,6890,1889,30,1936
2024-04-22,2024,Mobile App,1262609.3699999999,2072,574,30,785
2024-04-22,2024,Online,2332753.17,3815,1077,30,1281
2024-04-23,2024,In-Store,4273287.16,6907,1928,30,1964
2024-04-23,2024,Mobile App,995588.2,1747,507,30,662
2024-04-23,2024,Online,2367597.57,3769,1024,30,1257
2024-04-24,2024,In-Store,4444606.94,7101,1916,30,1976
2024-04-24,2024,Mobile App,1236040.35,1960,551,30,741
2024-04-24,2024,Online,2372819.23,3757,1020,30,1278
2024-04-25,2024,In-Store,4207361.79,6753,1884,30,1949
2024-04-25,2024,Mobile App,1210199.5,1913,513,30,755
2024-04-25,2024,Online,2428673.26,3600,1021,30,1221
2024-04-26,2024,In-Store,4222697.34,6834,1894,30,1972
2024-04-26,2024,Mobile App,1271630.65,1893,512,30,726
2024-04-26,2024,Online,2172612.82,3673,1006,30,1232
2024-04-27,2024,In-Store,4182183.79,6900,1933,30,1958
2024-04-27,2024,Mobile App,1184420.28,1825,500,30,712
2024-04-27,2024,Online,2335655.07,3655,1006,30,1255
2024-04-28,2024,In-Store,4155589.98,6682,1840,30,1897
2024-04-28,2024,Mobile App,1261651.37,1872,524,30,738
2024-04-28,2024,Online,2445239.37,3741,1014,30,1257
2024-04-29,2024,In-Store,4248612.68,6869,1877,30,1906
2024-04-29,2024,Mobile App,1154448.42,1960,514,30,786
2024-04-29,2024,Online,2469815.12,3852,1053,30,1286
2024-04-30,2024,In-Store,4334074.15,7006,1902,30,1939
2024-04-30,2024,Mobile App,1035812.41,1802,491,30,679
2024-04-30,2024,Online,2128403.31,3585,956,30,1208
2024-05-01,2024,In-Store,4517228.43,6977,1908,30,1954
2024-05-01,2024,Mobile App,1240989.37,1847,523,30,731
2024-05-01,2024,Online,2154333.25,3637,1015,30,1230
2024-05-02,2024,In-Store,4263203.61,6977,1918,30,1958
2024-05-02,2024,Mobile App,1173288.87,1966,523,30,739
2024-05-02,2024,Online,2459130.56,3951,1087,30,1301
2024-05-03,2024,In-Store,4093291.48,6645,1800,30,1915
2024-05-03,2024,Mobile App,1171285.45,1973,539,30,753
2024-05-03,2024,Online,2370537.17,3737,1010,30,1263
2024-05-04,2024,In-Store,4294690.59,6768,1885,30,1932
2024-05-04,2024,Mobile App,1244195.6300000001,1972,535,30,771
2024-05-04,2024,Online,2366154.23,3599,1001,30,1225
2024-05-05,2024,In-Store,4389041.75,7017,1917,30,1950
2024-05-05,2024,Mobile App,1203237.68,1848,480,30,688
2024-05-05,2024,Online,2431440.97,3952,1090,30,1309
2024-05-06,2024,In-Store,4179652.84,6800,1848,30,1968
2024-05-06,2024,Mobile App,1014980.23,1846,519,30,726
2024-05-06,2024,Online,2274929.45,3725,1017,30,1225
2024-05-07,2024,In-Store,4173753.06,6893,1865,30,1970
2024-05-07,2024,Mobile App,1106662.5,1859,496,30,686
2024-05-07,2024,Online,2101996.5,3684,1048,30,1231
2024-05-08,2024,In-Store,4044621.21,6729,1878,30,1906
2024-05-08,2024,Mobile App,1087276.72,1734,471,30,688
2024-05-08,2024,Online,2339842.21,3846,1061,30,1275
2024-05-09,2024,In-Store,4216423.87,6956,1898,30,1990
2024-05-09,2024,Mobile App,1179433.08,1928,529,30,719
2024-05-09,2024,Online,2139917.48,3668,1066,30,1263
2024-05-10,2024,In-Store,2934718.46,6893,1900,30,1951
2024-05-10,2024,Mobile App,851740.76,1962,539,30,748
2024-05-10,2024,Online,1620005.8699999999,3733,1035,30,1276
2024-05-11,2024,In-Store,3070412.83,6962,1911,30,1978
2024-05-11,2024,Mobile App,754753.67,1785,528,30,730
2024-05-11,2024,Online,1583975.1,3686,993,30,1270
2024-05-12,2024,In-Store,3041727.72,6851,1941,30,1979
2024-05-12,2024,Mobile App,893940.72,2062,559,30,792
2024-05-12,2024,Online,1576372.51,3791,1032,30,1274
2024-05-13,2024,In-Store,2901842.94,6886,1922,30,1977
2024-05-13,2024,Mobile App,763614.03,1761,528,30,727
2024-05-13,2024,Online,1781173.64,3969,1094,30,1306
2024-05-14,2024,In-Store,3096457.36,7047,1935,30,1963
2024-05-14,2024,Mobile App,872412.94,2033,534,30,735
2024-05-14,2024,Online,1554928.5,3729,1025,30,1301
2024-05-15,2024,In-Store,2941442.16,6982,1911,30,1947
2024-05-15,2024,Mobile App,829313.01,1871,532,30,703
2024-05-15,2024,Online,1582650.34,3642,998,30,1224
2024-05-16,2024,In-Store,2963030.35,6930,1898,30,1946
2024-05-16,2024,Mobile App,823196.65,1716,498,30,685
2024-05-16,2024,Online,1692469.04,3929,1057,30,1311
2024-05-17,2024,In-Store,3157211.77,7286,1967,30,2078
2024-05-17,2024,Mobile App,682903.66,1681,469,30,666
2024-05-17,2024,Online,1709363.09,3862,1087,30,1327
2024-05-18,2024,In-Store,3051607.74,6996,1927,30,1990
2024-05-18,2024,Mobile App,793351.32,1750,489,30,678
2024-05-18,2024,Online,1594108.96,3758,1040,30,1262
2024-05-19,2024,In-Store,2937420.66,6977,1913,30,2013
2024-05-19,2024,Mobile App,823903.15,1914,513,30,734
2024-05-19,2024,Online,1656444.35,3868,1023,30,1318
2024-05-20,2024,In-Store,4037967.3,6680,1868,30,1932
2024-05-20,2024,Mobile App,985882.78,1701,489,30,680
2024-05-20,2024,Online,2419586.49,3934,1036,30,1282
2024-05-21,2024,In-Store,4092218.91,7046,1895,30,1938
2024-05-21,2024,Mobile App,1078215.29,1836,520,30,724
2024-05-21,2024,Online,2367548.29,3828,1055,30,1248
2024-05-22,2024,In-Store,4598050.52,7500,1969,30,2064
2024-05-22,2024,Mobile App,1183262.7,1911,523,30,781
2024-05-22,2024,Online,2152162.81,3624,1018,30,1243
2024-05-23,2024,In-Store,4323717.95,7081,1969,30,1991
2024-05-23,2024,Mobile App,1139408.48,1933,529,30,728
2024-05-23,2024,Online,2151054.48,3671,1016,30,1253
2024-05-24,2024,In-Store,4207684.5,7010,1953,30,1979
2024-05-24,2024,Mobile App,1100141.82,1779,506,30,684
2024-05-24,2024,Online,2200067.55,3784,1067,30,1274
2024-05-25,2024,In-Store,4177646.31,7005,1920,30,1968
2024-05-25,2024,Mobile App,1026392.77,1759,482,30,690
2024-05-25,2024,Online,2460676.31,4060,1085,30,1309
2024-05-26,2024,In-Store,4359502.21,7131,1954,30,1986
2024-05-26,2024,Mobile App,1173267.96,1923,528,30,736
2024-05-26,2024,Online,2272097.64,3865,1014,30,1268
2024-05-27,2024,In-Store,4240969.09,7140,1987,30,1976
2024-05-27,2024,Mobile App,1215346.86,1899,531,30,710
2024-05-27,2024,Online,2342053.7,3791,1009,30,1257
2024-05-28,2024,In-Store,3969909.25,6856,1890,30,1953
2024-05-28,2024,Mobile App,1164053.91,1934,566,30,754
2024-05-28,2024,Online,2183478.42,3735,1047,30,1231
2024-05-29,2024,In-Store,4439627.9,7182,1960,30,2001
2024-05-29,2024,Mobile App,1169141.53,1865,515,30,705
2024-05-29,2024,Online,2255114.3,3798,1037,30,1272
2024-05-30,2024,In-Store,4270824.11,7093,1934,30,1989
2024-05-30,2024,Mobile App,1119306.36,1873,512,30,705
2024-05-30,2024,Online,2308345.9,3642,1016,30,1239
2024-05-31,2024,In-Store,4119614.61,6713,1908,30,1899
2024-05-31,2024,Mobile App,1102602.76,1862,526,30,713
2024-05-31,2024,Online,2183156.15,3534,991,30,1229
2024-06-01,2024,In-Store,4356145.03,7269,2026,30,2023
2024-06-01,2024,Mobile App,1158888.21,1946,543,30,760
2024-06-01,2024,Online,2312763.04,3750,1082,30,1292
2024-06-02,2024,In-Store,4425954.66,7173,2003,30,1976
2024-06-02,2024,Mobile App,1165859.57,1879,519,30,741
2024-06-02,2024,Online,2551856.03,4245,1160,30,1421
2024-06-03,2024,In-Store,4734530.67,7670,2049,30,2133
2024-06-03,2024,Mobile App,1269302.91,2046,562,30,746
2024-06-03,2024,Online,2566220.53,4145,1139,30,1356
2024-06-04,2024,In-Store,4363797.31,7205,2043,30,2033
2024-06-04,2024,Mobile App,1279100.48,2004,528,30,757
2024-06-04,2024,Online,2394343.44,3967,1077,30,1284
2024-06-05,2024,In-Store,4310477.16,6971,1917,30,1983
2024-06-05,2024,Mobile App,1158214.42,1932,540,30,737
2024-06-05,2024,Online,2386218.05,3857,1055,30,1290
2024-06-06,2024,In-Store,4398937.42,7201,1998,30,1952
2024-06-06,2024,Mobile App,1154708.19,1953,526,30,737
2024-06-06,2024,Online,2463792.56,3952,1069,30,1308
2024-06-07,2024,In-Store,4333939.94,7250,2024,30,2013
2024-06-07,2024,Mobile App,1329238.15,2107,558,30,810
2024-06-07,2024,Online,2353599.53,3935,1061,30,1244
2024-06-08,2024,In-Store,4445148.92,7257,2019,30,2008
2024-06-08,2024,Mobile App,1187787.77,1831,503,30,697
2024-06-08,2024,Online,2621113.46,4209,1101,30,1363
2024-06-09,2024,In-Store,4141203.9899999998,6976,1945,30,1968
2024-06-09,2024,Mobile App,1237400.64,2002,550,30,768
2024-06-09,2024,Online,2465653.95,3942,1090,30,1287
2024-06-10,2024,In-Store,4617123.31,7451,2050,30,2052
2024-06-10,2024,Mobile App,1177535.34,1936,535,30,723
2024-06-10,2024,Online,2527948.46,4056,1110,30,1374
2024-06-11,2024,In-Store,4623258.18,7428,2058,30,2022
2024-06-11,2024,Mobile App,1236671.47,1981,552,30,755
2024-06-11,2024,Online,2424081.13,3927,1081,30,1315
2024-06-12,2024,In-Store,4694993.39,7575,2019,30,2085
2024-06-12,2024,Mobile App,1122960.09,1929,549,30,737
2024-06-12,2024,Online,2441549.1,3943,1041,30,1302
2024-06-13,2024,In-Store,3860965.61,7370,2003,30,1998
2024-06-13,2024,Mobile App,1064817.43,1993,551,30,775
2024-06-13,2024,Online,2035693.72,3891,1089,30,1291
2024-06-14,2024,In-Store,3814907.4899999998,7395,2032,30,2044
2024-06-14,2024,Mobile App,972822.36,1834,533,30,718
2024-06-14,2024,Online,2192837.44,4115,1110,30,1377
2024-06-15,2024,In-Store,3783616.77,7205,2003,30,2016
2024-06-15,2024,Mobile App,1045718.39,1884,534,30,742
2024-06-15,2024,Online,2156967.16,4065,1085,30,1343
2024-06-16,2024,In-Store,3853545.66,7185,1979,30,2041
2024-06-16,2024,Mobile App,1207012.59,2117,587,30,785
2024-06-16,2024,Online,1985314.85,3548,1005,30,1217
2024-06-17,2024,In-Store,3915810.03,7476,2091,30,2067
2024-06-17,2024,Mobile App,1017462.51,1946,572,30,775
2024-06-17,2024,Online,2002191.17,3768,1032,30,1246
2024-06-18,2024,In-Store,3705086.6,7086,1960,30,2018
2024-06-18,2024,Mobile App,1043194.16,2009,530,30,773
2024-06-18,2024,Online,2034033.09,3950,1106,30,1300
2024-06-19,2024,In-Store,3791505.36,6956,1952,30,1934
2024-06-19,2024,Mobile App,1005913.92,1988,560,30,755
2024-06-19,2024,Online,2164834.71,3968,1098,30,1306
2024-06-20,2024,In-Store,3925590.79,7253,2029,30,2015
2024-06-20,2024,Mobile App,1041020.13,1869,522,30,732
2024-06-20,2024,Online,2167474.28,4022,1079,30,1317
2024-06-21,2024,In-Store,3586976.56,7487,2010,30,2108
2024-06-21,2024,Mobile App,886293.99,1851,535,30,727
2024-06-21,2024,Online,1795762.19,3888,1086,30,1284
2024-06-22,2024,In-Store,3202995.62,6960,1975,30,1957
2024-06-22,2024,Mobile App,958012.14,1927,549,30,742
2024-06-22,2024,Online,1854060.0,3764,1060,30,1283
2024-06-23,2024,In-Store,3323965.36,7215,1993,30,1990
2024-06-23,2024,Mobile App,1005438.99,2018,541,30,767
2024-06-23,2024,Online,1903993.97,3943,1075,30,1310
2024-06-24,2024,In-Store,3499625.97,7490,2069,30,2059
2024-06-24,2024,Mobile App,853360.8,1746,485,30,697
2024-06-24,2024,Online,1849467.84,3881,1087,30,1290
2024-06-25,2024,In-Store,3334470.07,7052,1941,30,1974
2024-06-25,2024,Mobile App,925270.72,2061,580,30,806
2024-06-25,2024,Online,1822463.72,3607,1049,30,1222
2024-06-26,2024,In-Store,3283991.67,7134,2006,30,2029
2024-06-26,2024,Mobile App,902060.93,1904,534,30,748
2024-06-26,2024,Online,2029243.95,4148,1129,30,1307
2024-06-27,2024,In-Store,3490692.03,7152,2069,30,2062
2024-06-27,2024,Mobile App,979466.3,2075,566,30,771
2024-06-27,2024,Online,1883711.67,3897,1078,30,1262
2024-06-28,2024,In-Store,3813415.61,7439,2020,30,2080
2024-06-28,2024,Mobile App,1031577.2,2044,578,30,775
2024-06-28,2024,Online,1848797.07,3867,1072,30,1285
2024-06-29,2024,In-Store,3321265.53,6925,1970,30,1958
2024-06-29,2024,Mobile App,860113.09,1806,524,30,707
2024-06-29,2024,Online,1870607.58,3813,1041,30,1273
2024-06-30,2024,In-Store,3667318.81,7491,2033,30,2079
2024-06-30,2024,Mobile App,986497.6799999999,2001,549,30,782
2024-06-30,2024,Online,1758722.8699999999,3772,1031,30,1236
2024-07-01,2024,In-Store,3166793.88,6678,1829,30,1870
2024-07-01,2024,Mobile App,969643.78,1963,507,30,722
2024-07-01,2024,Online,1588488.47,3233,906,30,1120
2024-07-02,2024,In-Store,3299093.9899999998,6806,1871,30,1951
